accession	species	domain	phylum	class	order	family	genus	taxonomy	methanotrophy.value	methanogenesis.value	methanogenesis_by_disproportionation_of_methyl_groups.value	acetoclastic_methanogenesis.value	methanogenesis_using_formate.value	methanogenesis_by_CO2_reduction_with_H2.value	methanogenesis_by_reduction_of_methyl_compounds_with_H2.value	hydrogenotrophic_methanogenesis.value	methanol_oxidation.value	methylotrophy.value	aerobic_ammonia_oxidation.value	aerobic_nitrite_oxidation.value	nitrification.value	sulfate_respiration.value	sulfur_respiration.value	dark_sulfite_oxidation.value	sulfite_respiration.value	thiosulfate_respiration.value	respiration_of_sulfur_compounds.value	arsenate_detoxification.value	arsenate_respiration.value	dissimilatory_arsenate_reduction.value	arsenite_oxidation_detoxification.value	arsenite_oxidation_energy_yielding.value	dissimilatory_arsenite_oxidation.value	anammox.value	nitrate_denitrification.value	nitrite_denitrification.value	nitrous_oxide_denitrification.value	chitinolysis.value	knallgas_bacteria.value	dark_hydrogen_oxidation.value	nitrogen_fixation.value	nitrate_ammonification.value	nitrite_ammonification.value	nitrite_respiration.value	gelatin_degradation.value	cellulolysis.value	xylanolysis.value	dark_sulfide_oxidation.value	dark_sulfur_oxidation.value	dark_thiosulfate_oxidation.value	dark_oxidation_of_sulfur_compounds.value	manganese_oxidation.value	manganese_respiration.value	ligninolysis.value	fermentation.value	lactic_acid_fermentation.value	alcohol_fermentation.value	aerobic_chemoheterotrophy.value	invertebrate_parasites.value	human_pathogens_septicemia.value	human_pathogens_pneumonia.value	human_pathogens_nosocomia.value	human_pathogens_meningitis.value	human_pathogens_gastroenteritis.value	human_pathogens_diarrhea.value	human_pathogens_all.value	fish_parasites.value	human_gut.value	human_associated.value	mammal_gut.value	animal_parasites_or_symbionts.value	plant_pathogen.value	oil_bioremediation.value	aromatic_hydrocarbon_degradation.value	aromatic_compound_degradation.value	aliphatic_non_methane_hydrocarbon_degradation.value	hydrocarbon_degradation.value	dark_iron_oxidation.value	iron_oxidation.value	iron_respiration.value	nitrate_respiration.value	nitrate_reduction.value	nitrogen_respiration.value	fumarate_respiration.value	intracellular_parasites.value	chlorate_reducers.value	predatory_or_exoparasitic.value	anoxygenic_photoautotrophy_H2_oxidizing.value	anoxygenic_photoautotrophy_S_oxidizing.value	anoxygenic_photoautotrophy_Fe_oxidizing.value	anoxygenic_photoautotrophy.value	oxygenic_photoautotrophy.value	photoautotrophy.value	aerobic_anoxygenic_phototrophy.value	photoheterotrophy.value	phototrophy.value	plastic_degradation.value	ureolysis.value	reductive_acetogenesis.value	acetate_oxidation.value	lactate_oxidation.value	chemoheterotrophy.value	alginate_degradation.value	pectin_degradation.value	collagen_degradation.value	anaerobic_chemoheterotrophy.value	obligate_anaerobes.value	facultative_anaerobes.value	sulfur_reduction.value
AJ441080.1.1481	Rheinheimera_baltica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera;Rheinheimera baltica	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	A	A	A	U	A	U	U	U	U	A	A	A	A	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	P	A	P	U
AB073132.1.1402	Rheinheimera_pacifica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera;Rheinheimera pacifica	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	A	A	A	A	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	A	A	A	A
AM183347.1.1476	Rheinheimera_perlucida	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Arsukibacterium	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Arsukibacterium;Rheinheimera perlucida	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	A	U	U
KU341400.1.1447	Rhizobacter_dauci	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Incertae Sedis	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Incertae Sedis;Rhizobacter dauci	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	P	U	U	U	P	U	U	U	P	A	P	U
JN624691.1.1450	Rhizobium_azibense	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium azibense	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	A	U	U
U47303.1.1474	Rhizobium_etli	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium etli	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	U	A	A	A	A	U	U	P	U	U	U	A	A	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	A	A	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	U	P	U	U	U	U	A	U	U
U86343.1.1474	Rhizobium_gallicum	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium gallicum	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	U	A	A	A	A	U	U	P	U	U	U	A	A	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	A	A	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	U	P	U	U	U	U	A	U	U
U71078.1.1370	Rhizobium_hainanense	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium hainanense	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	U	A	A	A	A	U	U	P	U	U	U	A	A	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	A	A	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	U	P	U	U	U	U	A	U	U
U29386.1.1423	Rhizobium_leguminosarum	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium leguminosarum	U	A	A	A	A	A	A	A	U	P	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	U	A	A	A	A	U	U	P	U	U	U	A	A	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	A	A	U	A	A	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	A	P	U	U	U	U	A	U	U
U89816.1.1432	Rhizobium_mongolense	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium mongolense	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	U	A	A	A	A	U	U	P	U	U	U	A	A	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	A	A	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	U	P	U	U	U	U	A	U	U
U38469.1.1470	Rhizobium_tropici	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium tropici	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	U	A	A	A	A	U	U	P	U	U	U	A	A	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	A	A	U	A	A	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	U	P	U	U	U	U	A	U	U
AB365487.1.1423	Rhizomicrobium_electricum	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Bacteria;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium;Rhizomicrobium electricum	U	A	A	A	A	A	A	A	A	U	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	U	A	A	A	U	U	U	U	U	U	A	U	A	A	U	U	U	U	U	A	U	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	P	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	U	P	U	U	U	P	A	P	U
AB081581.1.1406	Rhizomicrobium_palustre	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Bacteria;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium;Rhizomicrobium palustre	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U
AB244763.1.1481	Rhodanobacter_lindaniclasticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter;Rhodanobacter lindaniclasticus	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	A	A	A	U	A	U	U	U	U	A	A	A	A	U	U	U	U	A	A	A	U	U	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	P	P	U	U	U	A	A	A	U
KM374768.1.1511	Rhodanobacter_thiooxydans	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Rhodanobacter;Rhodanobacter thiooxydans	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	A	P	U	U	U	U	P	P	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	A	A	A	A	A	A	U	U	U	U	A	U	U	U	P	U	U	U	U	A	U	A
EF428126.1.1239	Rhodobaca_bogoriensis	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodobaca	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobaca;Rhodobaca bogoriensis	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	A	A	A	A	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	A	A	A	A	A	U	P	P	U	U	U	U	U	P	U	U	U	P	A	U	U
MG576210.1.1376	Rhodobacter_azotoformans	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cereibacter	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Cereibacter;Rhodobacter azotoformans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	P	P	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	P	U	P	A	P	U	P	P	U	U	U	P	P	P	U	U	U	U	A	U	P
KC967307.1.1315	Rhodobacter_blasticus	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Fuscovulum	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Fuscovulum;Rhodobacter blasticus	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	A	P	U	P	P	U	P	U	P	P	P	U	U	U	U	A	U	U
KF054927.1.1266	Rhodobacter_capsulatus	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;Rhodobacter capsulatus	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	A	U	U	U	U	U	P	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	P	P	U	U	U	U	P	P	U	P	A	P	P	P	P	U	U	U	U	U	P	U	U	U	U	A	U	P
JQ045831.1.1487	Rhodobacter_sphaeroides	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cereibacter	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Cereibacter;Rhodobacter sphaeroides	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	P	A	P	P	P	P	U	U	U	U	U	P	U	U	U	U	A	U	U
D16421.1.1389	Rhodobacter_veldkampii	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Phaeovulum	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Phaeovulum;Rhodobacter veldkampii	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	A	P	U	P	A	P	U	P	P	U	U	U	P	P	P	U	U	U	U	A	U	P
AM696305.1.1398	Rhodobium_orientis	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Rhodobium	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methyloligellaceae;Rhodobium;Rhodobium orientis	U	A	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	P	A	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	P	U	P	A	P	U	P	P	U	U	U	P	P	P	U	U	U	P	A	U	U
JN408836.1.1453	Rhodoblastus_acidophilus	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Rhodoblastus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Rhodoblastus;Rhodoblastus acidophilus	U	A	A	A	A	A	A	A	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	A	U	P	A	P	U	P	P	U	U	U	P	P	P	U	U	U	U	A	U	U
D12701.1.1315	Rhodocista_centenaria	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Rhodocista	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Rhodocista;Rhodocista centenaria	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	P	P	U	U	U	P	P	P	U	U	U	U	A	U	U
JN180179.1.1445	Rhodococcus_aetherivorans	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus aetherivorans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	P	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	U	U
AB071951.1.1348	Rhodococcus_baikonurensis	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus baikonurensis	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	P	U	P	U	P	U	U	U	U	A	U	U
AJ306402.1.1477	Rhodococcus_coprophilus	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus coprophilus	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	P	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	P	U	P	U	P	U	U	U	U	A	U	U
X80615.1.1477	Rhodococcus_corynebacterioides	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus corynebacterioides	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	P	A	P	U	U	U	U	A	U	A
JN051488.1.1437	Rhodococcus_erythropolis	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus erythropolis	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	P	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	P	P	U	P	P	P	U	U	U	U	A	U	U
X79187.1.1467	Rhodococcus_fascians	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus fascians	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	U	P	P	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	P	P	U	A	P	P	U	U	U	U	A	U	U
U89713.1.1437	Rhodococcus_globerulus	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus globerulus	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	U	P	A	U	P	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	P	U	P	P	P	U	U	U	U	A	U	U
AY233202.1.1403	Rhodococcus_gordoniae	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus gordoniae	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	P	P	P	P	U	U	U	U	P	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	U	A
AY525785.1.1510	Rhodococcus_imtechensis	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus imtechensis	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	P	U	A	U	P	U	U	U	U	A	U	A
AB046357.1.1493	Rhodococcus_jostii	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus jostii	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	P	P	P	U	P	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	P	P	P	P	U	U	U	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	U	U
HM244979.1.1361	Rhodococcus_koreensis	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus koreensis	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	P	U	P	U	P	U	U	U	U	A	U	U
JN873342.1.1415	Rhodococcus_kroppenstedtii	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus kroppenstedtii	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	P	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	P	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	U	""
AB269261.1.1420	Rhodococcus_kyotonensis	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Nocardiaceae;Rhodococcus;Rhodococcus kyotonensis	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	P	U	U	U	P	U	U	U	U	A	U	A
